ID,TIME,VALUE,AQI,POLLUTION
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
0,,0.0,0,
